Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
101,5258141857,OneDropKing (2/6),0,82.8,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Carter Jensen OF Brandon Marsh OF Justin Crawford OF Jahmai Jones P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,Walker Jenkins,OF,0.49%,24
102,5258061937,awen419 (4/6),2.01,82.2,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Carter Jensen OF Jac Caglianone OF John Rave OF Emmanuel Rodriguez P Taj Bradley P Framber Valdez SS Bobby Witt Jr.,,Vaughn Grissom,1B,0.49%,0
103,5258462281,JSAM9995 (5/6),0,81.85,1B Jake Burger 2B Michael Massey 3B Josh Jung C Carter Jensen OF Jac Caglianone OF Ezequiel Duran OF Brandon Nimmo P Nolan McLean P Walbert Urena SS Corey Seager,,Javier Baez,OF,0.49%,0
104,5259000042,jpkrier (1/4),0.67,81.8,1B Jared Young 2B Kody Clemens 3B Bo Bichette C Dillon Dingler OF Juan Soto OF Carson Benge OF Emmanuel Rodriguez P Taj Bradley P Sonny Gray SS Trevor Story,,Kyle Isbel,OF,0.49%,0
105,5258885363,marcsnichols (1/3),0.67,81.5,1B Nick Sogard 2B Chase Meidroth 3B Miguel Vargas C Moises Ballesteros OF Juan Soto OF Randal Grichuk OF Tommy Pham P Taj Bradley P Walbert Urena SS Francisco Lindor,,Tyler Heineman,C,0.49%,0
106,5258029895,goldengoat29,0,81.2,1B Spencer Torkelson 2B Javier Baez 3B Bryson Stott C Yainer Diaz OF Juan Soto OF Riley Greene OF Max Clark P Taj Bradley P Framber Valdez SS Kevin McGonigle,,,
107,5258823899,jhiller555,0,80.85,1B Willson Contreras 2B Chase Meidroth 3B Isaac Paredes C Yainer Diaz OF Riley Greene OF Carson Benge OF Max Clark P Nolan McLean P Walbert Urena SS Corey Seager,,,
108,5258881659,AJTruth33 (1/2),2.68,80.8,1B Kyle Schwarber 2B Oswald Peraza 3B Isaac Paredes C Moises Ballesteros OF Bryce Harper OF Wade Meckler OF Jose Siri P Sonny Gray P Aaron Nola SS Zach Neto,,,
108,5259000182,jpkrier (2/4),2.01,80.8,1B Josh Bell 2B Michael Massey 3B Brooks Lee C Yainer Diaz OF Yordan Alvarez OF Luke Keaschall OF Tommy Pham P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
108,5258498093,PooGazoo,0.67,80.8,1B Willson Contreras 2B Kody Clemens 3B Isaac Paredes C Francisco Alvarez OF Juan Soto OF Emmanuel Rodriguez OF Tommy Pham P Taj Bradley P Sonny Gray SS Jeremy Pena,,,
111,5259077512,squirrelpatroldk,0,80,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Dillon Dingler OF Juan Soto OF Nick Morabito OF Tommy Pham P Sonny Gray P Walbert Urena SS Francisco Lindor,,,
112,5258621563,andrewralbers (1/2),2.68,79.8,1B Spencer Torkelson 2B Kody Clemens 3B Brooks Lee C Victor Caratini OF Riley Greene OF Luke Keaschall OF Zach McKinstry P Taj Bradley P Sonny Gray SS Kevin McGonigle,,,
113,5258061938,awen419 (5/6),0,79.5,1B Salvador Perez 2B Michael Massey 3B Ezequiel Duran C Yainer Diaz OF Yordan Alvarez OF Jac Caglianone OF Isaac Collins P Walbert Urena P Aaron Nola SS Bobby Witt Jr.,,,
114,5259054462,lids344 (2/2),0,79,1B Kyle Schwarber 2B Chase Meidroth 3B Josh Jung C Francisco Alvarez OF Jac Caglianone OF Bryce Harper OF Justin Crawford P Taj Bradley P Seth Lugo SS Trea Turner,,,
115,5258784478,moklovin (5/6),0,78.3,1B Spencer Torkelson 2B Chase Meidroth 3B Miguel Vargas C Dillon Dingler OF Riley Greene OF Zach McKinstry OF Tommy Pham P Taj Bradley P Aaron Nola SS Kevin McGonigle,,,
116,5258256945,ocdobv (2/2),2.68,78.2,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Carter Jensen OF Jac Caglianone OF Luke Keaschall OF Emmanuel Rodriguez P Taj Bradley P Framber Valdez SS Bobby Witt Jr.,,,
116,5258267774,phildo76 (3/6),2.68,78.2,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Carter Jensen OF Jac Caglianone OF Luke Keaschall OF Emmanuel Rodriguez P Taj Bradley P Framber Valdez SS Bobby Witt Jr.,,,
118,5258741459,nvachani (6/6),0.67,77.85,1B Spencer Torkelson 2B Gleyber Torres 3B Miguel Vargas C Dillon Dingler OF Riley Greene OF Max Clark OF Tommy Pham P Nolan McLean P Walbert Urena SS Zach Neto,,,
119,5258769424,meatbox36,0,77.8,1B Spencer Torkelson 2B Chase Meidroth 3B Miguel Vargas C Dillon Dingler OF Riley Greene OF Max Clark OF Tommy Pham P Sonny Gray P Aaron Nola SS Kevin McGonigle,,,
120,5258890454,lockeruge,3.3500001,77.55,1B Josh Bell 2B Jose Altuve 3B Denzer Guzman C Moises Ballesteros OF Yordan Alvarez OF Mike Trout OF Roman Anthony P Nolan McLean P Framber Valdez SS Zach Neto,,,
120,5258992204,mitchellmorse30 (1/6),0,77.55,1B Jared Young 2B Michael Massey 3B Isaac Paredes C Carter Jensen OF Yordan Alvarez OF Jac Caglianone OF John Rave P Nolan McLean P Framber Valdez SS Bobby Witt Jr.,,,
122,5258517682,LeVerticalDFS (2/6),0,77.2,1B Brett Baty 2B Luis Arraez 3B Bo Bichette C Garrett Stubbs OF Juan Soto OF Kyle Schwarber OF Bryce Harper P Taj Bradley P Framber Valdez SS Trea Turner,,,
123,5258517681,LeVerticalDFS (1/6),0,77,1B Jared Young 2B Brett Baty 3B Bo Bichette C Carter Jensen OF Juan Soto OF Bryce Harper OF Carson Benge P Taj Bradley P Seth Lugo SS Trea Turner,,,
124,5258141860,OneDropKing (5/6),0,76.8,1B Kyle Schwarber 2B Luis Arraez 3B Miguel Vargas C Jake Rogers OF Bryce Harper OF Justin Crawford OF Tommy Pham P Taj Bradley P Sonny Gray SS Trea Turner,,,
124,5258701598,dukedog71,0,76.8,1B Brett Baty 2B Javier Baez 3B Caleb Durbin C Francisco Alvarez OF Juan Soto OF Yordan Alvarez OF Max Clark P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
126,5258784479,moklovin (6/6),0,76.2,1B Willson Contreras 2B Gleyber Torres 3B Caleb Durbin C Adley Rutschman OF Wilyer Abreu OF Wyatt Langford OF Jarren Duran P Taj Bradley P Framber Valdez SS Corey Seager,,,
127,5259037042,uptown202,0,76.1,1B Kyle Schwarber 2B Brett Baty 3B Bryson Stott C Francisco Alvarez OF Juan Soto OF Bryce Harper OF A.J. Ewing P Taj Bradley P Ethan Pecko SS Francisco Lindor,,,
128,5258926386,bettisnikko,0.67,75.8,1B Josh Bell 2B Michael Massey 3B Caleb Durbin C Carter Jensen OF Riley Greene OF A.J. Ewing OF Max Clark P Taj Bradley P Sonny Gray SS Kevin McGonigle,,,
128,5258462280,JSAM9995 (4/6),0,75.8,1B Spencer Torkelson 2B Chase Meidroth 3B Kevin McGonigle C Dillon Dingler OF Riley Greene OF Randal Grichuk OF Tommy Pham P Taj Bradley P Sonny Gray SS John Peck,,,
130,5258267775,phildo76 (4/6),1.34,75.65,1B Josh Bell 2B Michael Massey 3B Brooks Lee C Carter Jensen OF Jac Caglianone OF John Rave OF Emmanuel Rodriguez P Taj Bradley P Nolan McLean SS Bobby Witt Jr.,,,
130,5258982189,Seducer (4/6),1.34,75.65,1B Royce Lewis 2B Chase Meidroth 3B Miguel Vargas C Moises Ballesteros OF Yordan Alvarez OF Riley Greene OF Tommy Pham P Taj Bradley P Nolan McLean SS Luisangel Acuna,,,
130,5258784474,moklovin (1/6),0,75.65,1B Jared Young 2B Nicky Lopez 3B Josh Jung C Danny Jansen OF Juan Soto OF Wyatt Langford OF Ezequiel Duran P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
130,5259005025,locusts0412,0,75.65,1B Spencer Torkelson 2B Chase Meidroth 3B Kevin McGonigle C Adley Rutschman OF Riley Greene OF Jarren Duran OF Max Clark P Taj Bradley P Nolan McLean SS John Peck,,,
134,5258646878,mikeyspivak,0.67,75.399994,1B Spencer Torkelson 2B Michael Massey 3B Kevin McGonigle C Francisco Alvarez OF Juan Soto OF Riley Greene OF Max Clark P Walbert Urena P Framber Valdez SS Zach Neto,,,
135,5258743220,adehesou69,0.67,75.2,1B Salvador Perez 2B Jose Altuve 3B Ezequiel Duran C Francisco Alvarez OF Yordan Alvarez OF Luke Keaschall OF Max Clark P Taj Bradley P Framber Valdez SS Bobby Witt Jr.,,,
136,5258927370,nickytheeye (2/2),0,75.15,1B Salvador Perez 2B Jose Altuve 3B Isaac Paredes C Carter Jensen OF Yordan Alvarez OF Kyle Isbel OF Jahmai Jones P Sonny Gray P Nolan McLean SS Bobby Witt Jr.,,,
137,5258141859,OneDropKing (4/6),1.34,75,1B Willson Contreras 2B Jose Altuve 3B Caleb Durbin C Adley Rutschman OF Mike Trout OF Roman Anthony OF Jahmai Jones P Sonny Gray P Walbert Urena SS Zach Neto,,,
137,5258283469,builtforspeed6315,0.67,75,1B Josh Bell 2B Luis Arraez 3B Josh Jung C Carter Jensen OF Kyle Schwarber OF Wyatt Langford OF Emmanuel Rodriguez P Taj Bradley P Seth Lugo SS Bobby Witt Jr.,,,
139,5258960692,wolfdog1221,0.67,74.8,1B Josh Bell 2B Luis Arraez 3B Isaac Paredes C Carter Jensen OF Wilyer Abreu OF A.J. Ewing OF Emmanuel Rodriguez P Taj Bradley P Sonny Gray SS Corey Seager,,,
139,5258741457,nvachani (4/6),0,74.8,1B Willson Contreras 2B Michael Massey 3B Caleb Durbin C Carter Jensen OF Wilyer Abreu OF Roman Anthony OF Jahmai Jones P Sonny Gray P Aaron Nola SS Bobby Witt Jr.,,,
139,5258783722,Donjazzy7,0,74.8,1B Jared Young 2B Brett Baty 3B Isaac Paredes C Francisco Alvarez OF Juan Soto OF Yordan Alvarez OF Tommy Pham P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
139,5258812337,jlavelle,0,74.8,1B Spencer Torkelson 2B Chase Meidroth 3B Miguel Vargas C Dillon Dingler OF Riley Greene OF Randal Grichuk OF Tommy Pham P Sonny Gray P Aaron Nola SS Kevin McGonigle,,,
143,5259014997,zvolm1012,2.68,74.3,1B Josh Bell 2B Kody Clemens 3B Miguel Vargas C Victor Caratini OF Kyle Schwarber OF Luke Keaschall OF Emmanuel Rodriguez P Taj Bradley P Aaron Nola SS Trea Turner,,,
144,5258620655,cpamike,0,74.2,1B Willson Contreras 2B Chase Meidroth 3B Kevin McGonigle C Yainer Diaz OF Kyle Schwarber OF Riley Greene OF Randal Grichuk P Aaron Nola P Framber Valdez SS Corey Seager,,,
145,5258137137,Firedog50 (2/6),0,73.8,1B Salvador Perez 2B Michael Massey 3B Maikel Garcia C Carter Jensen OF Yordan Alvarez OF Emmanuel Rodriguez OF Jahmai Jones P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
145,5258757817,aaronwhite41,0,73.8,1B Willson Contreras 2B Luis Arraez 3B Maikel Garcia C Carter Jensen OF Carson Benge OF Max Clark OF Emmanuel Rodriguez P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
147,5258759937,endlessmike03,0,73.2,1B Salvador Perez 2B Michael Massey 3B Maikel Garcia C Carter Jensen OF Jac Caglianone OF Riley Greene OF Max Clark P Taj Bradley P Framber Valdez SS Kevin McGonigle,,,
148,5258821427,Mothershed77,1.34,72.8,1B Josh Bell 2B Luis Arraez 3B Caleb Durbin C Carter Jensen OF Juan Soto OF Max Clark OF Emmanuel Rodriguez P Taj Bradley P Sonny Gray SS Zach Neto,,,
149,5258939166,bsmallz12,0,72.399994,1B Nick Sogard 2B Michael Massey 3B Ezequiel Duran C Carter Jensen OF Wilyer Abreu OF Riley Greene OF A.J. Ewing P Walbert Urena P Framber Valdez SS Bobby Witt Jr.,,,
150,5258061936,awen419 (3/6),2.68,72.15,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Francisco Alvarez OF Yordan Alvarez OF Luke Keaschall OF Emmanuel Rodriguez P Sonny Gray P Nolan McLean SS Francisco Lindor,,,
151,5258433357,dajohns8 (1/2),0,71.85,1B Willson Contreras 2B Brett Baty 3B Caleb Durbin C Adley Rutschman OF Juan Soto OF Carson Benge OF A.J. Ewing P Nolan McLean P Walbert Urena SS Francisco Lindor,,,
152,5258589469,ckpetros,0.67,71.8,1B Spencer Torkelson 2B Kody Clemens 3B Kevin McGonigle C Francisco Alvarez OF Riley Greene OF A.J. Ewing OF Max Clark P Taj Bradley P Sonny Gray SS John Peck,,,
153,5258797800,mauricecaples (2/2),0,71.65,1B Jared Young 2B Gleyber Torres 3B Maikel Garcia C Carter Jensen OF Jac Caglianone OF John Rave OF Tommy Pham P Taj Bradley P Nolan McLean SS Bobby Witt Jr.,,,
153,5258945119,jbishop3258,0,71.65,1B Salvador Perez 2B Chase Meidroth 3B Isaac Paredes C Carter Jensen OF Jac Caglianone OF Randal Grichuk OF Tommy Pham P Taj Bradley P Nolan McLean SS Bobby Witt Jr.,,,
153,5259050790,Bignash619,0,71.65,1B Jared Young 2B Michael Massey 3B Caleb Durbin C Carter Jensen OF Jac Caglianone OF Carson Benge OF Brenton Doyle P Taj Bradley P Nolan McLean SS Bobby Witt Jr.,,,
156,5258891200,Noodled11,0,71,1B Willson Contreras 2B Javier Baez 3B Kevin McGonigle C Dillon Dingler OF Kyle Schwarber OF Riley Greene OF Zach McKinstry P Sonny Gray P Walbert Urena SS Luisangel Acuna,,,
157,5259008573,mnelizondo,0,70.8,1B Jared Young 2B Michael Massey 3B Isaac Paredes C Francisco Alvarez OF Juan Soto OF Yordan Alvarez OF Tommy Pham P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
158,5258293700,jjperry2408 (2/3),0,70.2,1B Salvador Perez 2B Nick Sogard 3B Caleb Durbin C Carter Jensen OF Jac Caglianone OF Roman Anthony OF John Rave P Taj Bradley P Framber Valdez SS Bobby Witt Jr.,,,
159,5258933040,pick4thewin,0,70.15,1B Spencer Torkelson 2B Javier Baez 3B Kevin McGonigle C Yainer Diaz OF Riley Greene OF Jarren Duran OF A.J. Ewing P Sonny Gray P Nolan McLean SS Jeremy Pena,,,
160,5257964090,ivymoose (1/2),2.68,69.8,1B Jared Young 2B Kody Clemens 3B Brooks Lee C Victor Caratini OF Juan Soto OF Luke Keaschall OF Emmanuel Rodriguez P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
161,5258710088,mlrlfd,0,69.65,1B Willson Contreras 2B Nick Sogard 3B Josh Jung C Francisco Alvarez OF Wyatt Langford OF Carson Benge OF A.J. Ewing P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
162,5258997022,cjcarlto,0.67,68.8,1B Josh Bell 2B Michael Massey 3B Maikel Garcia C Carter Jensen OF Jac Caglianone OF Max Clark OF Tommy Pham P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
163,5258683869,LeftyE33 (2/5),0,68.7,1B Spencer Torkelson 2B Jose Altuve 3B Isaac Paredes C Dillon Dingler OF Jac Caglianone OF Riley Greene OF Jahmai Jones P Sonny Gray P Framber Valdez SS Kevin McGonigle,,,
164,5258141861,OneDropKing (6/6),0,68.65,1B Jared Young 2B Chase Meidroth 3B Bo Bichette C Francisco Alvarez OF Juan Soto OF Randal Grichuk OF Brenton Doyle P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
165,5258267772,phildo76 (1/6),2.01,68.2,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Francisco Alvarez OF Juan Soto OF Carson Benge OF A.J. Ewing P Taj Bradley P Framber Valdez SS Francisco Lindor,,,
165,5258517686,LeVerticalDFS (6/6),0,68.2,1B Jared Young 2B Gleyber Torres 3B Isaac Paredes C Francisco Alvarez OF Juan Soto OF Carson Benge OF A.J. Ewing P Taj Bradley P Framber Valdez SS Kevin McGonigle,,,
165,5258992206,mitchellmorse30 (3/6),0,68.2,1B Jared Young 2B Michael Massey 3B Maikel Garcia C Carter Jensen OF Juan Soto OF Jac Caglianone OF John Rave P Taj Bradley P Framber Valdez SS Francisco Lindor,,,
168,5258982188,Seducer (3/6),0.67,67.8,1B Kyle Schwarber 2B Luis Arraez 3B Bryson Stott C Tyler Heineman OF Juan Soto OF Justin Crawford OF Emmanuel Rodriguez P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
168,5258137139,Firedog50 (4/6),0,67.8,1B Jared Young 2B Gleyber Torres 3B Kevin McGonigle C Dillon Dingler OF Riley Greene OF Zach McKinstry OF Jahmai Jones P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
168,5258540488,SoccerGeek23 (3/3),0,67.8,1B Willson Contreras 2B Brett Baty 3B Caleb Durbin C Adley Rutschman OF Juan Soto OF Carson Benge OF Jahmai Jones P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
171,5258254644,christal17,2.68,67.65,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Yainer Diaz OF Jac Caglianone OF Luke Keaschall OF Emmanuel Rodriguez P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
171,5258141858,OneDropKing (3/6),0,67.65,1B Jared Young 2B Nicky Lopez 3B Bo Bichette C Danny Jansen OF Juan Soto OF Wyatt Langford OF Carson Benge P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
173,5258855619,JRaab,1.34,67.15,1B Jared Young 2B Brett Baty 3B Brooks Lee C Carter Jensen OF Juan Soto OF Luke Keaschall OF Emmanuel Rodriguez P Sonny Gray P Nolan McLean SS Bobby Witt Jr.,,,
174,5259008581,jpkrier (3/4),2.01,66.8,1B Royce Lewis 2B Kody Clemens 3B Brooks Lee C Dillon Dingler OF Roman Anthony OF A.J. Ewing OF Emmanuel Rodriguez P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
175,5258741456,nvachani (3/6),0,64.65,1B Brett Baty 2B Javier Baez 3B Kevin McGonigle C Dillon Dingler OF Riley Greene OF Carson Benge OF Zach McKinstry P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
176,5258741454,nvachani (1/6),0,64.2,1B Jared Young 2B Michael Massey 3B Maikel Garcia C Carter Jensen OF Juan Soto OF Jac Caglianone OF Nick Morabito P Taj Bradley P Framber Valdez SS Bobby Witt Jr.,,,
176,5259040877,leanlyndl,0,64.2,1B Willson Contreras 2B Javier Baez 3B Bo Bichette C Francisco Alvarez OF Juan Soto OF Carson Benge OF A.J. Ewing P Taj Bradley P Framber Valdez SS Kevin McGonigle,,,
178,5258982186,Seducer (1/6),4.69,64.15,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Moises Ballesteros OF Mike Trout OF Luke Keaschall OF Emmanuel Rodriguez P Sonny Gray P Nolan McLean SS Zach Neto,,,
179,5258267773,phildo76 (2/6),0.67,63.65,1B Josh Bell 2B Chase Meidroth 3B Miguel Vargas C Jake Rogers OF Juan Soto OF Randal Grichuk OF Tommy Pham P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
179,5258672777,s5clarey (1/2),0,63.65,1B Spencer Torkelson 2B Chase Meidroth 3B Bo Bichette C Francisco Alvarez OF Juan Soto OF Carson Benge OF Tommy Pham P Taj Bradley P Nolan McLean SS Francisco Lindor,,,
181,5258517684,LeVerticalDFS (4/6),0,63.5,1B Jared Young 2B Luis Arraez 3B Bryson Stott C Francisco Alvarez OF Juan Soto OF Kyle Schwarber OF Bryce Harper P Sonny Gray P Seth Lugo SS Trea Turner,,,
182,5258101989,unkydomfreebands,0.67,62.8,1B Salvador Perez 2B Michael Massey 3B Maikel Garcia C Carter Jensen OF Riley Greene OF Luke Keaschall OF Tommy Pham P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
182,5258940050,BullDawg18 (2/2),0,62.8,1B Willson Contreras 2B Michael Massey 3B Maikel Garcia C Adley Rutschman OF Roman Anthony OF Randal Grichuk OF Tommy Pham P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
184,5258552716,supremexjp,0.67,62.65,1B Salvador Perez 2B Kody Clemens 3B Maikel Garcia C Carter Jensen OF Jac Caglianone OF Emmanuel Rodriguez OF Tommy Pham P Taj Bradley P Nolan McLean SS Bobby Witt Jr.,,,
185,5258682601,LeftyE33 (1/5),0,62.55,1B Willson Contreras 2B Jose Altuve 3B Bo Bichette C Adley Rutschman OF Juan Soto OF Roman Anthony OF Jahmai Jones P Nolan McLean P Framber Valdez SS Francisco Lindor,,,
185,5258825208,Yukon2017,0,62.55,1B Spencer Torkelson 2B Michael Massey 3B Kevin McGonigle C Dillon Dingler OF Jac Caglianone OF Riley Greene OF Max Clark P Nolan McLean P Framber Valdez SS Maikel Garcia,,,
185,5258992205,mitchellmorse30 (2/6),0,62.55,1B Willson Contreras 2B Michael Massey 3B Ezequiel Duran C Carter Jensen OF Jac Caglianone OF John Rave OF Jahmai Jones P Nolan McLean P Framber Valdez SS Bobby Witt Jr.,,,
188,5258540487,SoccerGeek23 (2/3),0,61.8,1B Salvador Perez 2B Michael Massey 3B Bo Bichette C Carter Jensen OF Juan Soto OF A.J. Ewing OF Isaac Collins P Taj Bradley P Sonny Gray SS Francisco Lindor,,,
189,5258930842,rcorcoran,0,61.65,1B Salvador Perez 2B Michael Massey 3B Miguel Vargas C Carter Jensen OF Jac Caglianone OF Jahmai Jones OF Tommy Pham P Taj Bradley P Nolan McLean SS Bobby Witt Jr.,,,
190,5258137140,Firedog50 (5/6),0.67,60.8,1B Royce Lewis 2B Chase Meidroth 3B Miguel Vargas C Jake Rogers OF Riley Greene OF Randal Grichuk OF Tommy Pham P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
190,5258644977,JKing100,0,60.8,1B Jared Young 2B Chase Meidroth 3B Caleb Durbin C Yainer Diaz OF Juan Soto OF Randal Grichuk OF Isaac Collins P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
192,5258920468,staraska5,0,60.65,1B Salvador Perez 2B Nick Sogard 3B Isaac Paredes C Jake Rogers OF Jac Caglianone OF Roman Anthony OF A.J. Ewing P Taj Bradley P Nolan McLean SS Kevin McGonigle,,,
193,5258945085,MillionDollarPoker (1/3),0,60.15,1B Jared Young 2B Michael Massey 3B Bo Bichette C Francisco Alvarez OF Juan Soto OF Yordan Alvarez OF Jahmai Jones P Sonny Gray P Nolan McLean SS Francisco Lindor,,,
194,5258041993,Bird77,1.34,59.8,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Mike Trout OF Riley Greene OF Jarren Duran P Sonny Gray P Aaron Nola SS Zach Neto,,,
194,5258915996,BullDawg18 (1/2),1.34,59.8,1B Josh Bell 2B Michael Massey 3B Maikel Garcia C Dillon Dingler OF Roman Anthony OF Luke Keaschall OF Tommy Pham P Taj Bradley P Sonny Gray SS Bobby Witt Jr.,,,
196,5258061935,awen419 (2/6),2.68,59.65,1B Royce Lewis 2B Kody Clemens 3B Ezequiel Duran C Victor Caratini OF Juan Soto OF Luke Keaschall OF Emmanuel Rodriguez P Taj Bradley P Nolan McLean SS Corey Seager,,,
197,5258921831,kperkins017,0,59.15,1B Jared Young 2B Javier Baez 3B Bo Bichette C Francisco Alvarez OF Juan Soto OF Yordan Alvarez OF Riley Greene P Sonny Gray P Nolan McLean SS Luisangel Acuna,,,
198,5259059269,uncfeliz,0,58.8,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Yainer Diaz OF Roman Anthony OF Randal Grichuk OF Tommy Pham P Nolan McLean P Erick Fedde SS Bobby Witt Jr.,,,
199,5258185008,gritty_grinder,0,57.15,1B Willson Contreras 2B Michael Massey 3B Caleb Durbin C Carter Jensen OF Jac Caglianone OF Emmanuel Rodriguez OF Jahmai Jones P Sonny Gray P Nolan McLean SS Bobby Witt Jr.,,,
200,5258468307,JLove2279,0,56.55,1B Jared Young 2B Brett Baty 3B Maikel Garcia C Carter Jensen OF Juan Soto OF Jac Caglianone OF Isaac Collins P Nolan McLean P Framber Valdez SS Bobby Witt Jr.,,,
201,5258517683,LeVerticalDFS (3/6),0,56,1B Jared Young 2B Michael Massey 3B Bo Bichette C Carter Jensen OF Juan Soto OF Carson Benge OF A.J. Ewing P Taj Bradley P Seth Lugo SS Bobby Witt Jr.,,,
202,5258140458,bundafever,0.67,54.15,1B Josh Bell 2B Javier Baez 3B Kevin McGonigle C Francisco Alvarez OF Juan Soto OF Riley Greene OF Tommy Pham P Sonny Gray P Nolan McLean SS Francisco Lindor,,,
203,5258784477,moklovin (4/6),0,54,1B Kyle Schwarber 2B Michael Massey 3B Maikel Garcia C Carter Jensen OF Juan Soto OF Isaac Collins OF Jahmai Jones P Taj Bradley P Seth Lugo SS Bobby Witt Jr.,,,
204,5258784475,moklovin (2/6),2.01,52,1B Royce Lewis 2B Kody Clemens 3B Bo Bichette C Francisco Alvarez OF Juan Soto OF Carson Benge OF Luke Keaschall P Taj Bradley P Seth Lugo SS Francisco Lindor,,,
205,5258739646,dd416,0,48.5,1B Alec Bohm 2B Javier Baez 3B Kevin McGonigle C Yainer Diaz OF Juan Soto OF Jac Caglianone OF Roman Anthony P Sonny Gray P Seth Lugo SS Maikel Garcia,,,
206,5258885364,marcsnichols (2/3),0,46.15,1B Brett Baty 2B Michael Massey 3B Caleb Durbin C Francisco Alvarez OF Juan Soto OF Jac Caglianone OF A.J. Ewing P Sonny Gray P Nolan McLean SS Francisco Lindor,,,
